order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
10.374,WOLZA,1,1996-12-05T00:00:00.000Z,1997-01-02T00:00:00.000Z,1996-12-09T00:00:00.000Z,3,"3,94000006",Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10.375,HUNGC,3,1996-12-06T00:00:00.000Z,1997-01-03T00:00:00.000Z,1996-12-09T00:00:00.000Z,2,"20,12000084",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10.376,MEREP,1,1996-12-09T00:00:00.000Z,1997-01-06T00:00:00.000Z,1996-12-13T00:00:00.000Z,2,"20,38999939",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10.377,SEVES,1,1996-12-09T00:00:00.000Z,1997-01-06T00:00:00.000Z,1996-12-13T00:00:00.000Z,3,"22,20999908",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10.378,FOLKO,5,1996-12-10T00:00:00.000Z,1997-01-07T00:00:00.000Z,1996-12-19T00:00:00.000Z,3,"5,44000006",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10.379,QUEDE,2,1996-12-11T00:00:00.000Z,1997-01-08T00:00:00.000Z,1996-12-13T00:00:00.000Z,1,"45,02999878",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10.38,HUNGO,8,1996-12-12T00:00:00.000Z,1997-01-09T00:00:00.000Z,1997-01-16T00:00:00.000Z,3,"35,02999878",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10.381,LILAS,3,1996-12-12T00:00:00.000Z,1997-01-09T00:00:00.000Z,1996-12-13T00:00:00.000Z,3,"7,98999977",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10.382,ERNSH,4,1996-12-13T00:00:00.000Z,1997-01-10T00:00:00.000Z,1996-12-16T00:00:00.000Z,1,"94,76999664",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.383,AROUT,8,1996-12-16T00:00:00.000Z,1997-01-13T00:00:00.000Z,1996-12-18T00:00:00.000Z,3,"34,24000168",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10.384,BERGS,3,1996-12-16T00:00:00.000Z,1997-01-13T00:00:00.000Z,1996-12-20T00:00:00.000Z,3,"168,63999939",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10.385,SPLIR,1,1996-12-17T00:00:00.000Z,1997-01-14T00:00:00.000Z,1996-12-23T00:00:00.000Z,2,"30,95999908",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10.386,FAMIA,9,1996-12-18T00:00:00.000Z,1997-01-01T00:00:00.000Z,1996-12-25T00:00:00.000Z,3,"13,98999977",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10.387,SANTG,1,1996-12-18T00:00:00.000Z,1997-01-15T00:00:00.000Z,1996-12-20T00:00:00.000Z,2,"93,62999725",Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10.388,SEVES,2,1996-12-19T00:00:00.000Z,1997-01-16T00:00:00.000Z,1996-12-20T00:00:00.000Z,1,"34,86000061",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10.389,BOTTM,4,1996-12-20T00:00:00.000Z,1997-01-17T00:00:00.000Z,1996-12-24T00:00:00.000Z,2,"47,41999817",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10.39,ERNSH,6,1996-12-23T00:00:00.000Z,1997-01-20T00:00:00.000Z,1996-12-26T00:00:00.000Z,1,"126,37999725",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.391,DRACD,3,1996-12-23T00:00:00.000Z,1997-01-20T00:00:00.000Z,1996-12-31T00:00:00.000Z,3,"5,44999981",Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10.392,PICCO,2,1996-12-24T00:00:00.000Z,1997-01-21T00:00:00.000Z,1997-01-01T00:00:00.000Z,3,"122,45999908",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10.393,SAVEA,1,1996-12-25T00:00:00.000Z,1997-01-22T00:00:00.000Z,1997-01-03T00:00:00.000Z,3,"126,55999756",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10.394,HUNGC,1,1996-12-25T00:00:00.000Z,1997-01-22T00:00:00.000Z,1997-01-03T00:00:00.000Z,3,"30,34000015",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10.395,HILAA,6,1996-12-26T00:00:00.000Z,1997-01-23T00:00:00.000Z,1997-01-03T00:00:00.000Z,1,"184,41000366",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10.396,FRANK,1,1996-12-27T00:00:00.000Z,1997-01-10T00:00:00.000Z,1997-01-06T00:00:00.000Z,3,"135,3500061",Frankenversand,Berliner Platz 43,München,,80805,Germany
10.397,PRINI,5,1996-12-27T00:00:00.000Z,1997-01-24T00:00:00.000Z,1997-01-02T00:00:00.000Z,1,"60,25999832",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10.398,SAVEA,2,1996-12-30T00:00:00.000Z,1997-01-27T00:00:00.000Z,1997-01-09T00:00:00.000Z,3,"89,16000366",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10.399,VAFFE,8,1996-12-31T00:00:00.000Z,1997-01-14T00:00:00.000Z,1997-01-08T00:00:00.000Z,3,"27,36000061",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10.4,EASTC,1,1997-01-01T00:00:00.000Z,1997-01-29T00:00:00.000Z,1997-01-16T00:00:00.000Z,3,"83,93000031",Eastern Connection,35 King George,London,,WX3 6FW,UK
10.401,RATTC,1,1997-01-01T00:00:00.000Z,1997-01-29T00:00:00.000Z,1997-01-10T00:00:00.000Z,1,"12,51000023",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10.402,ERNSH,8,1997-01-02T00:00:00.000Z,1997-02-13T00:00:00.000Z,1997-01-10T00:00:00.000Z,2,"67,87999725",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.403,ERNSH,4,1997-01-03T00:00:00.000Z,1997-01-31T00:00:00.000Z,1997-01-09T00:00:00.000Z,3,"73,79000092",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.404,MAGAA,2,1997-01-03T00:00:00.000Z,1997-01-31T00:00:00.000Z,1997-01-08T00:00:00.000Z,1,"155,97000122",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10.405,LINOD,1,1997-01-06T00:00:00.000Z,1997-02-03T00:00:00.000Z,1997-01-22T00:00:00.000Z,1,"34,81999969",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10.406,QUEEN,7,1997-01-07T00:00:00.000Z,1997-02-18T00:00:00.000Z,1997-01-13T00:00:00.000Z,1,"108,04000092",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10.407,OTTIK,2,1997-01-07T00:00:00.000Z,1997-02-04T00:00:00.000Z,1997-01-30T00:00:00.000Z,2,"91,48000336",Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10.408,FOLIG,8,1997-01-08T00:00:00.000Z,1997-02-05T00:00:00.000Z,1997-01-14T00:00:00.000Z,1,"11,26000023",Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10.409,OCEAN,3,1997-01-09T00:00:00.000Z,1997-02-06T00:00:00.000Z,1997-01-14T00:00:00.000Z,1,"29,82999992",Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10.41,BOTTM,3,1997-01-10T00:00:00.000Z,1997-02-07T00:00:00.000Z,1997-01-15T00:00:00.000Z,3,"2,4000001",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10.411,BOTTM,9,1997-01-10T00:00:00.000Z,1997-02-07T00:00:00.000Z,1997-01-21T00:00:00.000Z,3,"23,64999962",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10.412,WARTH,8,1997-01-13T00:00:00.000Z,1997-02-10T00:00:00.000Z,1997-01-15T00:00:00.000Z,2,"3,76999998",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10.413,LAMAI,3,1997-01-14T00:00:00.000Z,1997-02-11T00:00:00.000Z,1997-01-16T00:00:00.000Z,2,"95,66000366",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.414,FAMIA,2,1997-01-14T00:00:00.000Z,1997-02-11T00:00:00.000Z,1997-01-17T00:00:00.000Z,3,"21,47999954",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10.415,HUNGC,3,1997-01-15T00:00:00.000Z,1997-02-12T00:00:00.000Z,1997-01-24T00:00:00.000Z,1,"0,2",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10.416,WARTH,8,1997-01-16T00:00:00.000Z,1997-02-13T00:00:00.000Z,1997-01-27T00:00:00.000Z,3,"22,71999931",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10.417,SIMOB,4,1997-01-16T00:00:00.000Z,1997-02-13T00:00:00.000Z,1997-01-28T00:00:00.000Z,3,"70,29000092",Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10.418,QUICK,4,1997-01-17T00:00:00.000Z,1997-02-14T00:00:00.000Z,1997-01-24T00:00:00.000Z,1,"17,54999924",QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10.419,RICSU,4,1997-01-20T00:00:00.000Z,1997-02-17T00:00:00.000Z,1997-01-30T00:00:00.000Z,2,"137,3500061",Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10.42,WELLI,3,1997-01-21T00:00:00.000Z,1997-02-18T00:00:00.000Z,1997-01-27T00:00:00.000Z,1,"44,11999893",Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10.421,QUEDE,8,1997-01-21T00:00:00.000Z,1997-03-04T00:00:00.000Z,1997-01-27T00:00:00.000Z,1,"99,23000336",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10.422,FRANS,2,1997-01-22T00:00:00.000Z,1997-02-19T00:00:00.000Z,1997-01-31T00:00:00.000Z,1,"3,01999998",Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10.423,GOURL,6,1997-01-23T00:00:00.000Z,1997-02-06T00:00:00.000Z,1997-02-24T00:00:00.000Z,3,"24,5",Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10.424,MEREP,7,1997-01-23T00:00:00.000Z,1997-02-20T00:00:00.000Z,1997-01-27T00:00:00.000Z,2,"370,60998535",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10.425,LAMAI,6,1997-01-24T00:00:00.000Z,1997-02-21T00:00:00.000Z,1997-02-14T00:00:00.000Z,2,"7,92999983",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.426,GALED,4,1997-01-27T00:00:00.000Z,1997-02-24T00:00:00.000Z,1997-02-06T00:00:00.000Z,1,"18,69000053",Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10.427,PICCO,4,1997-01-27T00:00:00.000Z,1997-02-24T00:00:00.000Z,1997-03-03T00:00:00.000Z,2,"31,29000092",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10.428,REGGC,7,1997-01-28T00:00:00.000Z,1997-02-25T00:00:00.000Z,1997-02-04T00:00:00.000Z,1,"11,09000015",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10.429,HUNGO,3,1997-01-29T00:00:00.000Z,1997-03-12T00:00:00.000Z,1997-02-07T00:00:00.000Z,2,"56,63000107",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10.43,ERNSH,4,1997-01-30T00:00:00.000Z,1997-02-13T00:00:00.000Z,1997-02-03T00:00:00.000Z,1,"458,77999878",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.431,BOTTM,4,1997-01-30T00:00:00.000Z,1997-02-13T00:00:00.000Z,1997-02-07T00:00:00.000Z,2,"44,16999817",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10.432,SPLIR,3,1997-01-31T00:00:00.000Z,1997-02-14T00:00:00.000Z,1997-02-07T00:00:00.000Z,2,"4,34000015",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10.433,PRINI,3,1997-02-03T00:00:00.000Z,1997-03-03T00:00:00.000Z,1997-03-04T00:00:00.000Z,3,"73,83000183",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10.434,FOLKO,3,1997-02-03T00:00:00.000Z,1997-03-03T00:00:00.000Z,1997-02-13T00:00:00.000Z,2,"17,92000008",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10.435,CONSH,8,1997-02-04T00:00:00.000Z,1997-03-18T00:00:00.000Z,1997-02-07T00:00:00.000Z,2,"9,21000004",Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10.436,BLONP,3,1997-02-05T00:00:00.000Z,1997-03-05T00:00:00.000Z,1997-02-11T00:00:00.000Z,2,"156,66000366",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10.437,WARTH,8,1997-02-05T00:00:00.000Z,1997-03-05T00:00:00.000Z,1997-02-12T00:00:00.000Z,1,"19,96999931",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10.438,TOMSP,3,1997-02-06T00:00:00.000Z,1997-03-06T00:00:00.000Z,1997-02-14T00:00:00.000Z,2,"8,23999977",Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10.439,MEREP,6,1997-02-07T00:00:00.000Z,1997-03-07T00:00:00.000Z,1997-02-10T00:00:00.000Z,3,"4,07000017",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10.44,SAVEA,4,1997-02-10T00:00:00.000Z,1997-03-10T00:00:00.000Z,1997-02-28T00:00:00.000Z,2,"86,52999878",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10.441,OLDWO,3,1997-02-10T00:00:00.000Z,1997-03-24T00:00:00.000Z,1997-03-14T00:00:00.000Z,2,"73,01999664",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10.442,ERNSH,3,1997-02-11T00:00:00.000Z,1997-03-11T00:00:00.000Z,1997-02-18T00:00:00.000Z,2,"47,93999863",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10.443,REGGC,8,1997-02-12T00:00:00.000Z,1997-03-12T00:00:00.000Z,1997-02-14T00:00:00.000Z,1,"13,94999981",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10.444,BERGS,3,1997-02-12T00:00:00.000Z,1997-03-12T00:00:00.000Z,1997-02-21T00:00:00.000Z,3,"3,5",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10.445,BERGS,3,1997-02-13T00:00:00.000Z,1997-03-13T00:00:00.000Z,1997-02-20T00:00:00.000Z,1,"9,30000019",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10.446,TOMSP,6,1997-02-14T00:00:00.000Z,1997-03-14T00:00:00.000Z,1997-02-19T00:00:00.000Z,1,"14,68000031",Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10.447,RICAR,4,1997-02-14T00:00:00.000Z,1997-03-14T00:00:00.000Z,1997-03-07T00:00:00.000Z,2,"68,66000366",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10.448,RANCH,4,1997-02-17T00:00:00.000Z,1997-03-17T00:00:00.000Z,1997-02-24T00:00:00.000Z,2,"38,81999969",Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10.449,BLONP,3,1997-02-18T00:00:00.000Z,1997-03-18T00:00:00.000Z,1997-02-27T00:00:00.000Z,2,"53,29999924",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10.45,VICTE,8,1997-02-19T00:00:00.000Z,1997-03-19T00:00:00.000Z,1997-03-11T00:00:00.000Z,2,"7,23000002",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10.451,QUICK,4,1997-02-19T00:00:00.000Z,1997-03-05T00:00:00.000Z,1997-03-12T00:00:00.000Z,3,"189,08999634",QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10.452,SAVEA,8,1997-02-20T00:00:00.000Z,1997-03-20T00:00:00.000Z,1997-02-26T00:00:00.000Z,1,"140,25999451",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10.453,AROUT,1,1997-02-21T00:00:00.000Z,1997-03-21T00:00:00.000Z,1997-02-26T00:00:00.000Z,2,"25,36000061",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10.454,LAMAI,4,1997-02-21T00:00:00.000Z,1997-03-21T00:00:00.000Z,1997-02-25T00:00:00.000Z,3,"2,74000001",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.455,WARTH,8,1997-02-24T00:00:00.000Z,1997-04-07T00:00:00.000Z,1997-03-03T00:00:00.000Z,2,"180,44999695",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10.456,KOENE,8,1997-02-25T00:00:00.000Z,1997-04-08T00:00:00.000Z,1997-02-28T00:00:00.000Z,2,"8,11999989",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10.457,KOENE,2,1997-02-25T00:00:00.000Z,1997-03-25T00:00:00.000Z,1997-03-03T00:00:00.000Z,1,"11,56999969",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10.458,SUPRD,7,1997-02-26T00:00:00.000Z,1997-03-26T00:00:00.000Z,1997-03-04T00:00:00.000Z,3,"147,05999756",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10.459,VICTE,4,1997-02-27T00:00:00.000Z,1997-03-27T00:00:00.000Z,1997-02-28T00:00:00.000Z,2,"25,09000015",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10.46,FOLKO,8,1997-02-28T00:00:00.000Z,1997-03-28T00:00:00.000Z,1997-03-03T00:00:00.000Z,1,"16,27000046",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10.461,LILAS,1,1997-02-28T00:00:00.000Z,1997-03-28T00:00:00.000Z,1997-03-05T00:00:00.000Z,3,"148,61000061",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10.462,CONSH,2,1997-03-03T00:00:00.000Z,1997-03-31T00:00:00.000Z,1997-03-18T00:00:00.000Z,1,"6,17000008",Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10.463,SUPRD,5,1997-03-04T00:00:00.000Z,1997-04-01T00:00:00.000Z,1997-03-06T00:00:00.000Z,3,"14,77999973",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10.464,FURIB,4,1997-03-04T00:00:00.000Z,1997-04-01T00:00:00.000Z,1997-03-14T00:00:00.000Z,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10.465,VAFFE,1,1997-03-05T00:00:00.000Z,1997-04-02T00:00:00.000Z,1997-03-14T00:00:00.000Z,3,"145,03999329",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10.466,COMMI,4,1997-03-06T00:00:00.000Z,1997-04-03T00:00:00.000Z,1997-03-13T00:00:00.000Z,1,"11,93000031",Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10.467,MAGAA,8,1997-03-06T00:00:00.000Z,1997-04-03T00:00:00.000Z,1997-03-11T00:00:00.000Z,2,"4,92999983",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10.468,KOENE,3,1997-03-07T00:00:00.000Z,1997-04-04T00:00:00.000Z,1997-03-12T00:00:00.000Z,3,"44,11999893",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10.469,WHITC,1,1997-03-10T00:00:00.000Z,1997-04-07T00:00:00.000Z,1997-03-14T00:00:00.000Z,1,"60,18000031",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10.47,BONAP,4,1997-03-11T00:00:00.000Z,1997-04-08T00:00:00.000Z,1997-03-14T00:00:00.000Z,2,"64,55999756",Bon app',"12, rue des Bouchers",Marseille,,13008,France
10.471,BSBEV,2,1997-03-11T00:00:00.000Z,1997-04-08T00:00:00.000Z,1997-03-18T00:00:00.000Z,3,"45,59000015",B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10.472,SEVES,8,1997-03-12T00:00:00.000Z,1997-04-09T00:00:00.000Z,1997-03-19T00:00:00.000Z,1,"4,19999981",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10.473,ISLAT,1,1997-03-13T00:00:00.000Z,1997-03-27T00:00:00.000Z,1997-03-21T00:00:00.000Z,3,"16,37000084",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10.474,PERIC,5,1997-03-13T00:00:00.000Z,1997-04-10T00:00:00.000Z,1997-03-21T00:00:00.000Z,2,"83,48999786",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico
10.475,SUPRD,9,1997-03-14T00:00:00.000Z,1997-04-11T00:00:00.000Z,1997-04-04T00:00:00.000Z,1,"68,51999664",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10.476,HILAA,8,1997-03-17T00:00:00.000Z,1997-04-14T00:00:00.000Z,1997-03-24T00:00:00.000Z,3,"4,40999985",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10.477,PRINI,5,1997-03-17T00:00:00.000Z,1997-04-14T00:00:00.000Z,1997-03-25T00:00:00.000Z,2,"13,02000046",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10.478,VICTE,2,1997-03-18T00:00:00.000Z,1997-04-01T00:00:00.000Z,1997-03-26T00:00:00.000Z,3,"4,80999994",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10.479,RATTC,3,1997-03-19T00:00:00.000Z,1997-04-16T00:00:00.000Z,1997-03-21T00:00:00.000Z,3,"708,95001221",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10.48,FOLIG,6,1997-03-20T00:00:00.000Z,1997-04-17T00:00:00.000Z,1997-03-24T00:00:00.000Z,2,"1,35000002",Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10.481,RICAR,8,1997-03-20T00:00:00.000Z,1997-04-17T00:00:00.000Z,1997-03-25T00:00:00.000Z,2,"64,33000183",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10.482,LAZYK,1,1997-03-21T00:00:00.000Z,1997-04-18T00:00:00.000Z,1997-04-10T00:00:00.000Z,3,"7,48000002",Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10.483,WHITC,7,1997-03-24T00:00:00.000Z,1997-04-21T00:00:00.000Z,1997-04-25T00:00:00.000Z,2,"15,27999973",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10.484,BSBEV,3,1997-03-24T00:00:00.000Z,1997-04-21T00:00:00.000Z,1997-04-01T00:00:00.000Z,3,"6,88000011",B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10.485,LINOD,4,1997-03-25T00:00:00.000Z,1997-04-08T00:00:00.000Z,1997-03-31T00:00:00.000Z,2,"64,44999695",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10.486,HILAA,1,1997-03-26T00:00:00.000Z,1997-04-23T00:00:00.000Z,1997-04-02T00:00:00.000Z,2,"30,53000069",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10.487,QUEEN,2,1997-03-26T00:00:00.000Z,1997-04-23T00:00:00.000Z,1997-03-28T00:00:00.000Z,2,"71,06999969",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10.488,FRANK,8,1997-03-27T00:00:00.000Z,1997-04-24T00:00:00.000Z,1997-04-02T00:00:00.000Z,2,"4,92999983",Frankenversand,Berliner Platz 43,München,,80805,Germany
10.489,PICCO,6,1997-03-28T00:00:00.000Z,1997-04-25T00:00:00.000Z,1997-04-09T00:00:00.000Z,2,"5,28999996",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10.49,HILAA,7,1997-03-31T00:00:00.000Z,1997-04-28T00:00:00.000Z,1997-04-03T00:00:00.000Z,2,"210,19000244",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10.491,FURIB,8,1997-03-31T00:00:00.000Z,1997-04-28T00:00:00.000Z,1997-04-08T00:00:00.000Z,3,"16,95999908",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10.492,BOTTM,3,1997-04-01T00:00:00.000Z,1997-04-29T00:00:00.000Z,1997-04-11T00:00:00.000Z,1,"62,88999939",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10.493,LAMAI,4,1997-04-02T00:00:00.000Z,1997-04-30T00:00:00.000Z,1997-04-10T00:00:00.000Z,3,"10,64000034",La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10.494,COMMI,4,1997-04-02T00:00:00.000Z,1997-04-30T00:00:00.000Z,1997-04-09T00:00:00.000Z,2,"65,98999786",Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10.495,LAUGB,3,1997-04-03T00:00:00.000Z,1997-05-01T00:00:00.000Z,1997-04-11T00:00:00.000Z,3,"4,6500001",Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10.496,TRADH,7,1997-04-04T00:00:00.000Z,1997-05-02T00:00:00.000Z,1997-04-07T00:00:00.000Z,2,"46,77000046",Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10.497,LEHMS,7,1997-04-04T00:00:00.000Z,1997-05-02T00:00:00.000Z,1997-04-07T00:00:00.000Z,1,"36,20999908",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10.498,HILAA,8,1997-04-07T00:00:00.000Z,1997-05-05T00:00:00.000Z,1997-04-11T00:00:00.000Z,2,"29,75",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
